impl_key,effect_slug,source_path,clause,role,aspect,resource,observed_text,implied_text,inference_kind,description,operator,value_si,si_unit,value_text,confidence,notes,updated
type-ii-critical-field:energy_barrier:hc1-hc2,type-ii-critical-field,library/type-ii-critical-field.md,energy_barrier,requirement,threshold,b_field,"Two field thresholds in type II, both temperature-dependent and both collapsing to zero at Tc: Hc1 (first flux entry) and Hc2 (gap destroyed; mixed state gone). Descriptive forms: μ0 Hc2 = Φ0/(2πξ²); μ0 Hc1 ≈ Φ0 lnκ / (4πλ²).",Hc1 is the field threshold for first entry of a Φ0 defect. Hc2 is the field threshold that closes the gap. Pinning sites supply an additional barrier against vortex motion; that barrier protects the zero-resistance reading and is not the same threshold as Hc2.,envelope,The mixed-state window is the field interval between first vortex entry and gap closure.,range,,,Hc1 < H < Hc2 (tesla-scale conductors),high,"NbTi and Nb3Sn remain superconducting in tesla-scale fields at liquid-helium temperature; YBCO does so at liquid-nitrogen temperature, with a strongly anisotropic Hc2. Specific tesla numbers live on superconductivity.",2026-08-17
type-ii-critical-field:failure_mode:above-hc2,type-ii-critical-field,library/type-ii-critical-field.md,failure_mode,failure,threshold,b_field,Above Hc2 the mixed state is gone and the sample is normal. T → Tc sends both Hc1 and Hc2 to zero.,"H > Hc2 destroys the ξ-buffer, closes the gap, and ends this artifact.",relabel,"Upper-critical-field collapse is gap destruction, not first penetration.",min,,,H > Hc2,high,"Collapse at Hc1 is a collapse of meissner, not of the gap. Treating them as one critical field would hide the vortex-lattice buffer.",2026-08-17
type-ii-critical-field:failure_mode:unpinned-flux-flow,type-ii-critical-field,library/type-ii-critical-field.md,failure_mode,failure,threshold,other,"A moving vortex lattice produces a dissipative electric field. Zero-resistance transport in the mixed state therefore requires pinning. If the tubes can move, transport becomes dissipative even though the gap has not yet closed.",Free vortex motion is a failure of the R=0 artifact while the gap and the lattice are still present. That is a different collapse from Hc2.,envelope,Unpinned flux flow dumps dissipation into the mixed state without closing the gap.,,,,unpinned vortex motion,high,"Owned jointly with superconductivity, which owns R=0. Pinning landscape is the consistency-gap row.",2026-08-17
type-ii-critical-field:hardware_scale:kappa-line,type-ii-critical-field,library/type-ii-critical-field.md,hardware_scale,requirement,scale,dimensionless,"Type II when κ = λ/ξ > 1/√2. Type-I elements sit below this line and have a single thermodynamic Hc, typically tens of millitesla (lead is the high end of that class, μ0 Hc ~ 80 mT).","Three nested spatial scales are required before this artifact exists as something other than a type-I Meissner state: ξ (core), λ (screening cloud), and the condition λ > ξ/√2.",relabel,Type II is the regime in which the screening cloud outruns the coherence-length core.,min,0.707,1,κ > 1/√2,high,λ is shared with meissner; ξ is the core size that closes at Hc2. This file owns the mixed-state window.,2026-08-17
type-ii-critical-field:hardware_scale:vortex-spacing,type-ii-critical-field,library/type-ii-critical-field.md,hardware_scale,requirement,scale,length,Each vortex carries Φ0 = h/2e = 2.0678e-15 Wb. The areal density of vortices is B/Φ0; the lattice spacing is of order √(Φ0/B) (tens of nanometres at tesla-scale induction).,"Vortex lattice spacing is an extra, field-tuned buffer that has no type-I counterpart. The mixed state is a synchronized array of these defects, not a uniform condensate.",derived,At tesla-scale B the mixed-state lattice is a tens-of-nanometres array of Φ0 tubes.,approx,4.5e-08,m,a ~ √(Φ0/B) (tens of nm at tesla-scale),high,value_si is √(Φ0/1 T) from the stated Φ0. Spacing tracks the field; it is not a material constant.,2026-08-17
work-function-thermionic:clock_latency:attempt-rate,work-function-thermionic,library/work-function-thermionic.md,clock_latency,requirement,latency,time,"Thermal attempt rates sit in the prefactor A T². Once over the barrier, vacuum transit is set by anode voltage and gap. Relative to any mechanical clock the emission, when it occurs, is already complete.","Collection latency is not the gate. A T² is the attempt-rate prefactor, not a stored-state cycle.",envelope,Opening φ is not a laboratory-scale clock. Transit belongs to collection.,,,,A T² attempt prefactor; transit is collection,high,"Theoretical A0 ≈ 1.20×10⁶ A m⁻² K⁻² is a current-density prefactor, not a period. No opening-time number is given.",2026-08-17
work-function-thermionic:consistency_gap:underived-phi,work-function-thermionic,library/work-function-thermionic.md,consistency_gap,gap,threshold,energy,QSA takes φ as a measured surface specification. It does not here derive the 4.5 eV of tungsten from a more primitive node rule.,No derivation of W’s 4.5 eV class from a surface-dipole plus chemical-potential construction. The collapse kT ≪ φ does not depend on closing that derivation.,open,The gate is located and shown to be a surface resource; its value is not derived from node rules.,,,,"φ taken, not derived",medium,File-level mapping remains High; this clause is the underived step.,2026-08-17
work-function-thermionic:emergent_output:richardson-current,work-function-thermionic,library/work-function-thermionic.md,emergent_output,output,output,current,Richardson–Dushman J = A T² exp(−φ/kT). Theoretical A0 ≈ 1.20×10⁶ A m⁻² K⁻². No optical illumination is required.,"Stable current density from a hot surface, with no optical drive, while surface, T, and collection field stay inside the envelope.",relabel,The machine’s stable product is a heat-opened surface current gated by φ.,,,,"J(T,φ); A0 ≈ 1.20×10⁶ A m⁻² K⁻²",high,Apparent A of a technical surface is medium and is taken as a surface datum.,2026-08-17
work-function-thermionic:energy_barrier:work-function,work-function-thermionic,library/work-function-thermionic.md,energy_barrier,requirement,threshold,energy,Handbook polycrystalline φ: W ≈ 4.5 eV (often 4.54 eV); Cs ~2 eV; thoriated tungsten ≈ 2.6 eV. The same φ is the photoelectric threshold of the same surface.,φ is the load-bearing gate. Heat opens it from below via the Boltzmann tail; a photon hν > φ opens the same gate from above. Schottky lowering modifies φ; it does not replace it.,relabel,Thermionic emission is the photoelectric-class surface gate opened by heat rather than by a photon. Not a latch; the electron leaves.,approx,7.21e-19,J,φ ≈ 4.5 eV (W); Cs ~2 eV,high,value_si is clean W φ. Faces and contamination shift tenths of an eV. Cross-cite photoelectric-threshold.,2026-08-17
work-function-thermionic:failure_mode:under-threshold,work-function-thermionic,library/work-function-thermionic.md,failure_mode,failure,threshold,energy,"Emission is unmeasurable when kT ≪ φ. For clean W, φ/kT ~ 170 at 300 K (kT ≈ 26 meV) and ~20 at 2500 K. A tungsten filament at room temperature emits nothing measurable.",Under-threshold thermal input is the non-occurrence of the conversion. That is the collapse of thermionic emission.,relabel,Below kT ~ φ the gate stays shut. A cold tungsten part is not a cathode.,max,7.21e-19,J,kT ≪ φ,high,"The Richardson tail is thermal occupation of states above a hard barrier, not a second channel.",2026-08-17
work-function-thermionic:hardware_scale:emitting-area,work-function-thermionic,library/work-function-thermionic.md,hardware_scale,requirement,capacity,area,A measurable cathode current is the summed output of a large emitting area. Starving the area reduces current in proportion; it does not close the gate.,"Emitting area is a capacity, not a second spatial cliff.",envelope,"Macroscopic J is a rate of independent escapes. Area scales the current, not the on/off of φ.",,,,current ∝ area; no area cliff,medium,"No minimum emitting area is extracted. Space-charge / Child–Langmuir is a collection ceiling, not this capacity.",2026-08-17
work-function-thermionic:hardware_scale:single-electron,work-function-thermionic,library/work-function-thermionic.md,hardware_scale,requirement,scale,node_count,"The conversion event is single-electron: one occupied state at the surface, one barrier φ, one escape. There is no collective coherence volume analogous to the 10–20 nm mirror buffer.",No collective buffer is required. One electron at a surface is the hardware. The gate lives in a surface atomic layer.,relabel,Negative spatial-buffer spec: the heat-opened gate is single-particle. Contrast with reflection’s 10–20 nm stack.,eq,1.0,1,N = 1 electron,high,Photoelectric twin of the same surface φ. How to query effects that do not need a spatial buffer.,2026-08-17
x-ray-absorption-edge:clock_latency:xray-cycle,x-ray-absorption-edge,library/x-ray-absorption-edge.md,clock_latency,requirement,latency,time,The absorption step itself tracks the X-ray cycle (~10⁻¹⁹ s at 10 keV). The observed edge width is set in part by the core-hole lifetime (femtosecond neighbourhood for many deep holes).,"Conversion latency is the X-ray cycle. Hole lifetime is a smear of the same gate, not a second threshold.",relabel,Inner-shell conversion finishes on the X-ray cycle; eV-scale edge width is a clock smear of Eb.,approx,1e-19,s,~10⁻¹⁹ s at 10 keV; hole lifetime fs,high,,2026-08-17
x-ray-absorption-edge:consistency_gap:underived-eb,x-ray-absorption-edge,library/x-ray-absorption-edge.md,consistency_gap,gap,threshold,energy,QSA takes Eb^(s) from tables. It does not here derive the 8.98 keV of copper’s K shell from a more primitive node rule.,No derivation of the keV class from node rules. The collapse hν < Eb does not depend on that derivation.,open,The gate is located and tabulated; its value is not derived from node rules.,,,,"Eb taken, not derived",medium,File-level mapping remains High. Chemical shifts of a few eV on a 9 keV gate are a small environmental correction to the same barrier.,2026-08-17
x-ray-absorption-edge:emergent_output:attenuation-step,x-ray-absorption-edge,library/x-ray-absorption-edge.md,emergent_output,output,output,energy,At the Cu K-edge μ/ρ jumps from ≈38 cm² g⁻¹ to ≈278 cm² g⁻¹. The location of the jump is an elemental fingerprint.,"An element-specific step in μ(E) at Eb^(s), reproducible enough to identify the element and, with finer structure, its local chemistry.",relabel,The machine’s stable product is a named-shell attenuation jump.,eq,1.439e-15,J,Cu K step at 8.979 keV; μ/ρ 38 → 278 cm² g⁻¹,high,XANES/EXAFS ride on the open channel; they do not create a second jump. The jump exists in atomic vapours.,2026-08-17
x-ray-absorption-edge:energy_barrier:k-edge,x-ray-absorption-edge,library/x-ray-absorption-edge.md,energy_barrier,requirement,threshold,energy,Cu K-edge at 8.9789 keV (~8.98 keV class); Cu L1 at 1.096 keV. Binding energies run from tens of eV (shallow cores) to tens of keV (deep K shells).,"Shell binding energies Eb^(K), Eb^(L), … are the operating gates — the same discrete energetic lock as φ and Eg, relocated to keV.",relabel,The X-ray absorption edge is a photoelectric-class inner-shell energy gate.,eq,1.439e-15,J,Cu K-edge 8.979 keV,high,value_si is Cu K (8.979 keV). Chemical shifts of a few eV relocate the same gate. Fluorescence and Auger are relaxation after the gate opens.,2026-08-17
